id,num_views,num_votes,num_comments
344466,19,1,0
411448,0,1,0
220837,0,1,0
132950,15,1,0
159990,52,2,0
354133,0,1,0
30389,47,2,0
239660,55,2,0
77876,0,1,0
129575,1,1,0
235493,1,1,0
392386,135,5,0
342322,1,1,0
210582,0,1,0
160474,6,2,0
189693,8,1,0
61835,0,1,0
269625,3,1,0
154116,2,1,0
302170,2,1,0
68425,6,2,0
219712,6,2,0
136971,6,2,0
138903,3,2,0
186004,4,2,0
327824,4,3,0
195940,0,1,0
312779,0,1,0
278995,5,2,0
138308,1,1,0
355185,1,1,0
290876,6,3,0
13098,7,2,0
62129,20,2,0
325224,1,1,0
47408,0,1,0
117180,0,1,0
405618,1,1,0
222220,5,2,0
268214,4,2,0
221328,5,2,0
154865,0,1,0
260926,0,1,0
174554,6,2,0
131626,0,1,0
49938,9,2,0
121618,4,2,0
357867,0,2,0
10620,0,1,0
273819,22,1,0
20832,0,1,0
346077,0,1,0
139547,0,1,0
396563,0,1,0
138189,4,2,0
140741,4,2,0
278162,3,2,0
207235,8,3,0
209834,5,1,0
191907,2,1,0
125696,1,1,0
106383,16,1,0
125934,1,1,0
400859,0,1,0
48108,0,1,0
241332,2,1,0
373322,0,1,0
77598,0,1,0
397664,1,1,0
320969,2,2,0
372150,8,1,0
350565,7,1,0
339732,0,1,0
380138,0,1,0
146287,5,1,0
109659,2,1,0
53830,7,1,0
365020,0,1,0
391003,1,1,0
339808,12,2,0
265158,5,1,0
223719,0,1,0
88068,0,1,0
110378,0,1,0
251149,0,1,0
28666,0,1,0
332044,0,1,0
16118,0,1,0
113981,0,1,0
131120,1,1,0
14146,0,1,0
82417,0,1,0
166559,0,1,0
336990,8,1,0
401784,0,1,0
216014,0,1,0
195084,1,1,0
117340,1,1,0
345274,0,1,0
79662,0,1,0
97611,0,1,0
248158,1,1,0
229162,0,1,0
103195,0,1,0
142709,1,1,0
80490,9,2,0
395268,4,2,0
2788,0,1,0
319089,0,1,0
192202,0,1,0
113414,0,1,0
83987,0,1,0
397653,0,1,0
344434,0,1,0
51442,0,1,0
81536,1,1,0
210168,0,1,0
220510,0,1,0
296499,1,1,0
374147,0,1,0
301902,1,1,0
144339,0,1,0
25121,1,1,0
245477,2,1,0
119976,1,1,0
406286,1,1,0
391885,1,1,0
85417,0,1,0
401197,0,1,0
315397,0,1,0
312435,48,3,0
185708,1,1,0
247377,3,2,0
150263,0,1,0
257136,0,1,0
294484,0,1,0
40421,9,3,0
396524,0,1,0
292866,10,2,0
371095,10,2,0
270498,9,3,0
9156,13,1,0
253578,9,3,0
213996,10,3,0
201442,0,1,0
265674,14,3,0
120993,67,3,0
214834,8,1,0
317144,0,1,0
325042,0,1,0
152195,10,3,0
36870,7,1,0
295844,8,3,0
351904,2,1,0
227636,0,1,0
93603,7,1,0
270499,1,1,0
375503,1,1,0
97519,0,1,0
176383,1,1,0
55899,0,1,0
404363,10,1,0
417,1,1,0
193830,10,1,0
246127,1,1,0
25187,1,1,0
194899,0,1,0
44298,1,1,0
182539,0,1,0
244777,0,1,0
114933,0,1,0
108204,1,1,0
143629,5,2,0
273638,0,1,0
246445,4,2,0
317306,0,1,0
144347,0,1,0
265609,0,1,0
203757,0,1,0
193964,1,1,0
341525,0,1,0
109962,1,1,0
206510,0,1,0
178031,0,1,0
373489,0,1,0
183107,0,1,0
146190,0,1,0
227247,1,1,0
293931,5,1,0
185293,1,1,0
402570,0,1,0
220769,1,1,0
330615,0,1,0
291604,0,1,0
387531,1,1,0
382269,23,3,0
139946,35,3,0
392365,54,3,0
128708,5,2,0
194484,12,3,0
214767,5,2,0
340886,5,2,0
70773,6,2,0
347005,0,1,0
134914,1,1,0
142718,0,1,0
64575,0,1,0
8197,0,1,0
177573,0,1,0
389761,1,1,0
345686,1,1,0
277141,0,1,0
49485,3,2,0
402454,3,2,0
41130,2,2,0
364588,0,1,0
67534,0,1,0
291028,0,1,0
373074,0,1,0
316969,0,1,0
286132,0,1,0
162878,0,1,0
204856,0,1,0
311875,1,1,0
353093,0,1,0
274129,0,1,0
379036,1,1,0
260726,0,1,0
239998,0,1,0
138111,8,1,0
383626,1,1,0
401600,8,2,0
133946,1,2,0
188815,0,1,0
271896,0,1,0
254008,0,1,0
372617,0,1,0
8107,0,1,0
170008,0,1,0
143757,0,1,0
267571,0,1,0
289180,0,1,0
324756,37,1,0
93563,17,2,0
96685,8,3,0
81262,0,1,0
220579,0,1,0
213797,0,1,0
60306,0,1,0
346208,1,1,0
254554,1,2,0
112399,31,4,0
393270,1,1,0
202837,6,1,0
274569,2,1,0
142987,0,1,0
87258,5,1,0
55507,0,1,0
28634,1,1,0
72636,1,1,0
294239,0,1,0
218506,1,1,0
182914,2,2,0
17018,3,2,0
38813,3,2,0
83389,3,2,0
170195,3,2,0
180822,1,1,0
34238,0,1,0
258402,0,1,0
114198,5,3,0
207946,0,2,0
75778,4,3,0
126611,1,2,0
350545,2,3,0
137549,8,3,0
313734,5,3,0
287258,0,1,0
51198,0,1,0
33300,3,1,0
35742,0,1,0
326557,0,1,0
328407,0,1,0
258396,0,1,0
276042,11,1,0
261427,1,1,0
338613,0,1,0
128907,2,2,0
39475,36,3,0
153428,12,2,0
95290,0,1,0
356846,1,1,0
48523,11,3,0
292810,0,1,0
136527,1,1,0
357803,0,1,0
196710,1,1,0
39536,0,1,0
149804,0,1,0
302853,0,1,0
334873,1,1,0
79435,0,1,0
24648,6,1,0
69577,0,1,0
36297,2,1,0
411298,0,1,0
43077,0,1,0
3165,0,1,0
120082,2,1,0
28078,0,1,0
118267,0,1,0
284288,10,1,0
285818,0,1,0
185933,5,1,0
256525,0,1,0
362747,0,1,0
208785,1,1,0
305041,1,1,0
333539,0,1,0
394006,0,1,0
328859,0,1,0
130250,0,1,0
324081,3,1,0
105640,1,1,0
185205,0,1,0
93661,0,1,0
5354,1,1,0
26318,0,1,0
237161,0,1,0
18820,0,1,0
42749,0,1,0
256675,0,2,0
259157,14,3,0
149260,0,1,0
279803,1,1,0
346699,0,1,0
390892,0,1,0
328426,0,1,0
17928,1,1,0
352783,0,1,0
406029,1,1,0
82134,1,1,0
201112,1,1,0
121067,6,2,0
195560,0,1,0
313261,1,1,0
298500,0,1,0
121161,0,1,0
50613,0,1,0
27899,6,1,0
369015,4,1,0
195300,0,1,0
28435,1,1,0
234159,0,1,0
174307,1,1,0
342315,1,1,0
103244,0,1,0
168697,0,1,0
229985,1,3,0
68904,17,3,0
112699,6,3,0
385055,19,3,0
132452,2,3,0
393114,20,3,0
110850,22,3,0
311551,1,1,0
60131,18,3,0
37834,17,3,0
400376,8,2,0
222205,1,1,0
384118,0,1,0
46827,0,1,0
88698,0,1,0
261875,0,1,0
11485,0,1,0
234266,0,1,0
122086,0,1,0
88333,0,1,0
316552,0,1,0
377997,1,1,0
275057,1,1,0
13978,16,3,0
102980,26,3,0
239567,8,3,0
17722,0,1,0
37306,0,1,0
80098,1,1,0
128854,8,3,0
188459,0,2,0
273480,109,3,0
64123,0,1,0
135315,1,3,0
169953,13,2,0
146693,0,1,0
218149,0,1,0
184533,0,1,0
44811,33,3,0
269826,59,3,0
182450,0,1,0
193825,0,1,0
392469,2,1,0
241480,0,1,0
385761,0,1,0
366163,0,1,0
118817,0,1,0
379437,0,1,0
18205,0,1,0
95196,0,1,0
296917,0,1,0
251896,0,1,0
351848,0,1,0
63473,0,1,0
62385,0,1,0
148966,0,1,0
176343,2,1,0
185139,1,1,0
84487,0,1,0
49155,1,1,0
264015,1,1,0
310829,1,1,0
31236,0,1,0
30071,0,1,0
87868,0,1,0
49509,0,1,0
307593,23,1,0
409250,0,1,0
134971,0,1,0
338321,0,1,0
150167,0,1,0
95266,2,1,0
332554,1,1,0
152055,0,1,0
123668,1,1,0
26772,1,1,0
284368,0,1,0
335550,0,1,0
133638,1,1,0
25874,0,1,0
409353,0,1,0
320779,1,1,0
146701,20,3,0
103533,6,3,0
365095,1,1,0
326517,0,1,0
400446,5,1,0
204893,1,1,0
353727,0,1,0
370366,0,1,0
258504,52,3,0
221053,8,2,0
119100,2,1,0
24390,0,1,0
409098,0,1,0
63193,1,1,0
227376,1,1,0
66587,0,1,0
390790,0,1,0
303412,1,1,0
310081,1,1,0
197444,0,1,0
270321,0,1,0
295501,0,1,0
101222,12,2,0
197232,0,1,0
290139,7,2,0
287244,4,3,0
257290,10,2,0
75843,0,1,0
395337,0,1,0
363199,1,4,0
109159,13,3,0
51227,1,1,0
302996,0,1,0
91121,1,1,0
372650,0,1,0
371952,0,1,0
320816,0,1,0
212042,0,1,0
270175,0,1,0
392357,5,1,0
241704,1,1,0
67565,0,3,0
146004,3,2,0
402754,0,1,0
402704,2,1,0
155613,0,1,0
253617,0,1,0
187300,1,1,0
80972,5,1,0
342508,0,1,0
36883,2,1,0
313657,6,2,0
137097,0,2,0
55202,0,1,0
61132,1,1,0
316717,0,1,0
123167,0,1,0
8941,8,1,0
91577,0,1,0
60607,1,1,0
36351,0,1,0
257892,1,1,0
181948,0,1,0
380195,1,1,0
370348,1,1,0
106195,0,1,0
324991,0,1,0
235749,0,1,0
331500,1,1,0
22691,0,1,0
120638,0,1,0
218612,1,1,0
127606,0,1,0
183171,14,1,0
341401,0,1,0
391756,6,1,0
269384,0,1,0
88848,0,1,0
145440,0,1,0
215197,0,1,0
55004,0,1,0
300532,0,1,0
211503,10,1,0
208811,0,1,0
57015,1,1,0
121508,0,1,0
268911,1,1,0
84078,0,1,0
297532,0,1,0
161496,0,4,0
199434,4,2,0
135562,0,1,0
105044,0,1,0
384046,0,1,0
72009,1,1,0
152959,0,1,0
343379,1,1,0
169091,2,1,0
114664,1,1,0
403503,0,1,0
386121,0,1,0
43377,0,1,0
307639,1,1,0
170860,1,1,0
274982,12,2,0
175449,1,3,0
201504,9,2,0
275917,11,2,0
363652,7,2,0
373198,4,1,0
20608,6,2,0
13029,5,3,0
389441,8,1,0
305719,2,1,0
6533,0,1,0
112717,0,1,0
20569,1,1,0
406138,1,1,0
302983,2,1,0
280381,2,1,0
311188,1,1,0
350546,61,3,0
130743,26,3,0
187201,1,1,0
146700,0,1,0
24207,0,1,0
340936,0,1,0
156932,1,1,0
395702,0,1,0
399865,0,1,0
119872,1,1,0
231262,0,1,0
297270,0,1,0
201067,14,2,0
216809,0,2,0
9427,0,1,0
190101,0,1,0
271038,10,2,0
30705,0,1,0
148822,1,1,0
248285,5,1,0
100859,2,1,0
147878,0,1,0
185266,0,1,0
243426,6,2,0
77390,1,1,0
254634,8,2,0
169603,11,1,0
383146,0,1,0
22961,0,2,0
116613,0,1,0
33570,0,1,0
251639,0,1,0
366046,26,2,0
218913,0,1,0
22873,0,1,0
39645,0,1,0
298999,0,1,0
42076,1,1,0
18256,0,1,0
159917,0,1,0
259893,0,1,0
181548,0,1,0
193920,0,1,0
213715,3,1,0
28637,0,1,0
23467,0,1,0
55066,0,1,0
22055,2,1,0
52080,1,1,0
64641,0,1,0
197732,0,1,0
62870,1,1,0
182299,0,1,0
273260,0,1,0
55256,1,1,0
255528,1,1,0
223101,1,1,0
304980,0,1,0
212812,1,1,0
113121,0,1,0
250384,1,1,0
63308,0,1,0
13990,1,1,0
196601,1,1,0
132493,0,1,0
74073,0,1,0
64621,0,1,0
29567,0,1,0
224710,1,1,0
390023,2,1,0
164535,0,1,0
226590,5,2,0
353167,1,1,0
234788,0,1,0
376551,5,1,0
207070,0,2,0
114870,10,3,0
262334,3,3,0
40515,39,3,0
387291,0,1,0
238472,9,3,0
277017,0,1,0
39930,1,1,0
300689,0,1,0
296981,0,1,0
337986,0,1,0
63201,0,1,0
280983,1,3,0
216395,23,2,0
137603,0,2,0
165180,0,1,0
410977,0,1,0
214830,1,1,0
356250,0,1,0
17741,1,1,0
399953,0,1,0
231848,14,4,0
59306,2,1,0
157389,7,2,0
25337,0,1,0
73593,2,1,0
230609,45,4,0
100462,0,2,0
228725,8,2,0
150870,22,2,0
20481,1,1,0
372678,0,1,0
54210,1,1,0
194712,0,1,0
220405,0,1,0
322617,1,1,0
388417,1,1,0
239243,1,1,0
300646,0,3,0
166866,2,2,0
266583,1,1,0
93973,0,1,0
301032,0,1,0
85582,0,1,0
31585,1,1,0
107331,1,1,0
372431,0,1,0
39856,2,1,0
292272,0,1,0
242544,0,1,0
13451,3,1,0
358916,1,1,0
326371,1,1,0
16890,1,1,0
177969,1,1,0
153753,0,1,0
179841,1,1,0
20340,0,1,0
404161,0,1,0
240590,0,1,0
172429,0,1,0
45623,0,1,0
392034,0,1,0
376225,1,1,0
125499,0,1,0
91934,7,2,0
188174,1,1,0
351208,14,2,0
294437,1,1,0
196820,0,1,0
198188,0,1,0
322082,1,1,0
108830,0,1,0
351889,1,1,0
25633,6,2,0
66158,0,1,0
45764,6,1,0
219285,0,1,0
10280,6,1,0
151633,1,1,0
287123,0,1,0
14926,1,1,0
273022,0,1,0
189295,1,1,0
287551,2,1,0
102328,0,1,0
64935,0,1,0
31492,0,1,0
399854,8,3,0
238535,33,3,0
239129,7,2,0
227095,0,1,0
345676,0,1,0
108328,0,1,0
99028,0,1,0
408918,0,1,0
292975,5,1,0
174430,0,1,0
153989,0,1,0
97821,1,1,0
131996,0,1,0
172545,0,1,0
198862,0,1,0
102528,0,1,0
279696,1,1,0
320636,0,1,0
304422,1,1,0
347622,1,1,0
89992,0,1,0
110407,0,1,0
400678,1,1,0
317473,0,1,0
341925,0,1,0
98378,0,1,0
332130,2,1,0
348614,0,1,0
120939,0,2,0
88986,1,1,0
253976,0,1,0
68310,0,1,0
97160,1,1,0
283312,0,1,0
164315,0,1,0
76726,0,1,0
210876,1,1,0
367879,1,1,0
254722,0,1,0
27165,1,1,0
282618,0,1,0
84738,4,1,0
13745,4,2,0
170805,0,3,0
136782,0,1,0
264225,0,1,0
51906,0,1,0
116484,0,1,0
89055,1,1,0
182055,0,1,0
242956,1,1,0
395119,0,1,0
140626,0,1,0
82094,0,1,0
138516,1,1,0
63949,2,1,0
225867,0,1,0
175102,27,3,0
146780,0,1,0
298561,13,3,0
353729,0,3,0
278914,1,1,0
39873,0,1,0
90864,0,1,0
290534,1,1,0
216094,4,1,0
84112,2,1,0
250780,2,1,0
356772,0,1,0
66284,0,1,0
408201,0,1,0
152607,0,3,0
289,0,4,0
3952,3,2,0
409810,4,1,0
197349,3,2,0
324735,2,1,0
177574,10,1,0
235267,0,1,0
272429,1,1,0
182041,0,1,0
370872,0,1,0
354717,1,1,0
118162,0,1,0
190154,1,3,0
92912,6,2,0
374274,1,1,0
362714,1,1,0
269000,0,1,0
96228,1,1,0
90888,5,1,0
362190,1,1,0
402191,0,1,0
384342,3,2,0
106351,3,2,0
172019,0,1,0
34517,4,1,0
342767,8,1,0
327592,1,1,0
340522,0,1,0
185237,0,1,0
198664,0,1,0
313398,1,1,0
286361,2,1,0
404901,0,1,0
225676,1,1,0
41868,3,2,0
169238,4,2,0
340826,2,2,0
222635,1,2,0
39580,4,2,0
152936,4,2,0
233659,0,1,0
294973,1,1,0
104193,0,1,0
56867,2,2,0
31242,4,2,0
331080,18,3,0
383752,0,1,0
309739,2,2,0
235213,17,2,0
242052,17,2,0
275478,40,3,0
77109,10,2,0
404410,40,3,0
278911,8,3,0
243560,6,3,0
201930,6,3,0
328304,8,2,0
46402,1,1,0
303072,0,1,0
178567,1,1,0
187130,1,1,0
108546,0,1,0
173369,0,1,0
182136,0,1,0
218831,14,2,0
316640,8,2,0
201651,8,2,0
60912,0,3,0
305379,11,3,0
88520,6,2,0
55891,2,2,0
369879,172,4,0
191499,0,1,0
181731,0,1,0
151414,0,1,0
18708,0,1,0
404875,1,1,0
93519,0,1,0
178474,0,1,0
289102,53,3,0
232679,4,3,0
366452,0,2,0
291270,1,2,0
292630,9,3,0
258074,0,1,0
169148,3,1,0
165847,0,1,0
207635,0,1,0
268333,0,1,0
328267,0,4,0
119970,0,3,0
117850,17,2,0
74426,1,1,0
210390,0,1,0
338815,1,1,0
176391,1,1,0
329595,0,1,0
931,7,1,0
348142,0,1,0
201395,9,2,0
65172,1,2,0
273724,6,3,0
219469,0,1,0
68559,0,1,0
255058,0,1,0
43861,1,1,0
217663,0,1,0
113985,2,1,0
108506,0,1,0
136619,0,1,0
290246,0,1,0
58430,2,2,0
66827,9,2,0
319162,0,1,0
173277,2,2,0
238449,3,2,0
33136,7,2,0
87221,12,2,0
394998,1,2,0
339915,0,2,0
371575,1,1,0
393727,0,1,0
113324,0,1,0
39460,0,1,0
337180,0,1,0
50820,0,1,0
336366,0,1,0
366286,1,1,0
192886,0,1,0
26548,2,2,0
322021,8,3,0
145483,0,1,0
232638,19,4,0
130535,13,2,0
314412,1,1,0
380430,1,1,0
301865,1,1,0
108154,0,1,0
308701,0,1,0
6804,0,1,0
9891,0,1,0
410949,1,1,0
271807,30,4,0
118662,31,3,0
350984,31,4,0
228249,13,3,0
319391,12,3,0
44494,9,3,0
309317,14,4,0
103967,0,1,0
410591,0,1,0
132317,0,1,0
103644,2,1,0
392785,1,1,0
356175,0,1,0
170798,0,1,0
403131,4,1,0
323219,0,1,0
404717,1,1,0
30471,1,1,0
178303,1,1,0
146814,6,1,0
244674,0,1,0
11786,0,1,0
213609,6,3,0
307120,7,3,0
98944,0,1,0
90980,0,1,0
262631,0,1,0
317703,1,1,0
27729,0,1,0
37226,2,1,0
187634,0,1,0
272075,0,1,0
293804,0,1,0
66227,0,1,0
97085,5,2,0
367375,3,2,0
12344,1,1,0
156137,2,1,0
316143,3,1,0
222226,0,1,0
214683,0,1,0
391245,0,1,0
172849,4,1,0
387511,0,1,0
13240,0,1,0
398649,1,1,0
163688,82,4,0
10915,5,1,0
267098,0,1,0
341037,1,1,0
379268,1,1,0
55655,0,1,0
399281,5,3,0
191439,7,1,0
267877,1,1,0
402898,4,1,0
375545,0,1,0
320495,0,1,0
220369,1,1,0
156509,20,2,0
387046,1,1,0
72557,0,1,0
96934,0,1,0
193814,0,1,0
26108,8,1,0
220920,5,1,0
168319,0,1,0
403547,1,1,0
211420,0,1,0
348720,0,1,0
258870,0,1,0
317695,7,1,0
295740,0,1,0
101873,0,1,0
142728,8,2,0
277647,61,3,0
367499,0,1,0
22693,0,1,0
155358,0,1,0
61248,6,1,0
172944,4,1,0
177165,15,2,0
238649,13,2,0
335301,11,2,0
156356,0,1,0
224566,0,1,0
230408,2,1,0
185687,0,1,0
186818,2,1,0
251874,1,1,0
282953,1,1,0
232956,0,1,0
146661,0,1,0
50508,25,2,0
92040,0,1,0
47339,26,3,0
1499,2,1,0
178351,0,1,0
102599,1,1,0
71514,0,1,0
66126,1,1,0
252559,4,1,0
228961,1,1,0
222832,1,1,0
7596,1,1,0
405209,1,1,0
54287,0,1,0
408697,19,2,0
405731,11,2,0
3894,8,1,0
128038,0,1,0
196017,0,1,0
14999,0,1,0
305234,2,1,0
307081,0,1,0
269501,0,1,0
174690,1,1,0
73448,0,1,0
73185,0,1,0
374652,2,1,0
193812,1,1,0
310236,32,2,0
266564,1,1,0
359362,0,1,0
70915,1,1,0
36910,0,1,0
367617,0,1,0
109235,1,1,0
257978,0,1,0
365129,0,1,0
192728,0,1,0
239240,4,1,0
133649,1,1,0
302185,43,5,0
285871,1,1,0
222326,2,1,0
192276,0,1,0
261816,39,1,0
65297,1,1,0
46355,0,1,0
272484,0,1,0
166291,2,1,0
177255,1,1,0
223063,28,4,0
280741,19,4,0
397524,39,5,0
388079,1,1,0
163951,2,1,0
162812,1,1,0
76287,30,3,0
17875,31,3,0
149157,0,1,0
141813,0,1,0
314900,0,1,0
23531,0,1,0
9288,1,1,0
396018,0,1,0
200871,1,1,0
158649,0,1,0
198362,0,1,0
298496,0,1,0
291426,1,1,0
348261,1,1,0
65840,0,1,0
410163,34,5,0
175013,19,3,0
326640,1,1,0
220335,1,1,0
48769,0,1,0
217997,1,1,0
278630,0,1,0
139257,2,1,0
261637,34,5,0
86903,3,1,0
13444,7,2,0
127487,2,1,0
250398,0,1,0
245777,2,1,0
7423,0,1,0
190218,1,1,0
363145,1,1,0
171886,0,1,0
167878,2,1,0
141458,0,1,0
71314,0,1,0
254934,5,1,0
353267,7,1,0
262812,21,3,0
359501,7,1,0
153287,0,1,0
139156,2,1,0
226396,2,1,0
342256,0,1,0
156786,0,1,0
24670,2,1,0
89810,0,1,0
183789,1,1,0
34619,7,1,0
29786,1,1,0
383003,19,1,0
218461,1,1,0
271399,1,1,0
161938,1,1,0
222903,2,1,0
16861,7,4,0
295234,2,1,0
329172,1,1,0
39753,2,1,0
370950,0,1,0
384272,15,4,0
393802,2,1,0
167979,0,1,0
185546,2,1,0
339501,0,1,0
85763,1,1,0
181117,2,1,0
381352,0,1,0
107196,1,1,0
223996,1,1,0
344308,2,1,0
332450,1,1,0
163572,1,1,0
42566,1,1,0
152279,1,1,0
202604,4,1,0
161551,0,1,0
112319,0,1,0
229790,1,1,0
144288,3,1,0
369630,0,1,0
158882,0,1,0
73274,2,1,0
123631,2,1,0
11462,1,1,0
381116,2,1,0
161090,0,1,0
203265,0,1,0
225807,2,1,0
307380,2,1,0
97028,2,1,0
372985,1,1,0
95911,7,1,0
394636,0,1,0
394528,2,1,0
285949,1,1,0
333644,0,1,0
191782,0,1,0
343765,1,1,0
92323,0,1,0
32059,2,1,0
246158,12,1,0
273933,0,1,0
243720,0,1,0
60381,12,1,0
138100,0,1,0
97157,1,1,0
96050,1,1,0
172125,1,1,0
183965,1,1,0
160902,1,1,0
154835,1,1,0
390646,2,1,0
39613,9,1,0
36862,1,1,0
359253,2,1,0
241017,0,1,0
75004,0,1,0
311737,0,1,0
192295,1,1,0
354547,5,2,0
41480,1,1,0
211603,2,1,0
363113,0,1,0
288078,0,1,0
408793,1,1,0
2620,0,1,0
245464,5,2,0
79387,1,1,0
107471,0,1,0
27483,1,1,0
78653,1,1,0
146211,8,4,0
237558,0,1,0
147092,0,1,0
176143,31,3,0
192441,1,1,0
258493,1,1,0
292116,4,1,0
124780,35,3,0
379308,0,1,0
120831,5,1,0
52135,0,1,0
277710,0,1,0
354448,1,1,0
281683,0,1,0
268616,31,3,0
21703,5,1,0
87487,5,1,0
246175,1,1,0
166610,1,1,0
167356,8,2,0
31923,1,1,0
325658,1,1,0
404302,1,1,0
243071,1,1,0
56235,1,1,0
333339,2,1,0
377971,1,1,0
5018,1,1,0
331678,1,1,0
93610,0,1,0
145980,1,1,0
194221,0,1,0
142038,1,1,0
103302,2,1,0
177925,1,1,0
222191,1,1,0
235658,1,1,0
82150,1,1,0
379828,0,1,0
158332,2,1,0
335616,1,1,0
215729,1,1,0
87003,0,1,0
234439,0,1,0
127372,1,1,0
270953,0,1,0
93371,1,1,0
162800,1,1,0
29131,0,1,0
238522,0,1,0
160461,0,1,0
105030,0,1,0
391450,10,1,0
246995,0,1,0
238713,0,1,0
234973,1,1,0
98647,1,1,0
313633,1,1,0
90882,1,1,0
168560,1,1,0
370701,1,1,0
279495,0,1,0
311014,0,1,0
113510,0,1,0
70765,0,1,0
16305,1,1,0
119423,1,1,0
277903,26,3,0
51055,2,1,0
330743,1,1,0
152597,9,1,0
187048,0,1,0
316454,2,1,0
207093,1,1,0
128647,1,1,0
392425,1,1,0
385077,24,3,0
30553,1,1,0
66689,0,1,0
181706,2,1,0
58042,8,1,0
399265,8,1,0
247095,8,1,0
99439,0,1,0
248755,8,1,0
134256,0,1,0
307610,1,1,0
202594,9,1,0
330567,2,1,0
114199,9,1,0
333643,1,1,0
96258,1,1,0
86985,1,1,0
278715,9,1,0
36281,0,1,0
51083,0,1,0
213942,10,1,0
324219,1,1,0
189982,2,1,0
150612,2,1,0
65420,9,1,0
256739,2,1,0
82422,0,1,0
232123,2,1,0
16871,1,1,0
361552,10,1,0
292450,1,1,0
38193,11,1,0
161480,2,1,0
23703,0,1,0
316953,0,1,0
118090,0,1,0
97478,0,1,0
166653,0,1,0
393821,2,1,0
145104,0,1,0
30635,4,1,0
14202,1,1,0
5171,9,1,0
359394,8,1,0
115246,28,2,0
298252,12,1,0
411133,4,1,0
270324,5,1,0
152888,10,1,0
646,0,1,0
187123,4,1,0
65350,13,1,0
296946,1,1,0
150867,2,1,0
408059,2,1,0
85875,7,1,0
190075,2,1,0
259817,4,1,0
236544,1,1,0
21232,5,1,0
371886,1,1,0
116317,3,1,0
376687,0,1,0
271868,0,1,0
67936,2,1,0
276710,23,3,0
101397,2,1,0
45416,0,1,0
19754,1,1,0
399148,1,1,0
194283,0,1,0
302750,2,1,0
164110,56,3,0
38947,0,1,0
221680,60,3,0
19264,4,1,0
265441,0,1,0
407425,1,1,0
115411,5,1,0
262916,1,1,0
77089,1,1,0
266735,1,1,0
51965,2,1,0
406736,6,1,0
110534,33,4,0
196368,1,1,0
